"date","driver_number","session_key","meeting_key","recording_url"
"2023-03-04T12:24:57.574000+00:00",4,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/LANNOR01_4_20230304_122431.mp3"
"2023-03-04T12:26:37.651000+00:00",11,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/SERPER01_11_20230304_122602.mp3"
"2023-03-04T12:26:37.994000+00:00",44,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/LEWHAM01_44_20230304_122617.mp3"
"2023-03-04T12:27:11.911000+00:00",11,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/SERPER01_11_20230304_122654.mp3"
"2023-03-04T12:28:52.063000+00:00",27,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/NICHUL01_27_20230304_122815.mp3"
"2023-03-04T12:32:12.082000+00:00",21,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/NYCDEV01_21_20230304_123117.mp3"
"2023-03-04T12:32:12.394000+00:00",44,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/LEWHAM01_44_20230304_123126.mp3"
"2023-03-04T12:34:59.032000+00:00",21,7767,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Practice_3/TeamRadio/NYCDEV01_21_20230304_123413.mp3"
"2023-03-04T15:03:50.011000+00:00",16,7768,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Qualifying/TeamRadio/CHALEC01_16_20230304_150320.mp3"
"2023-03-04T15:04:58.228000+00:00",16,7768,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Qualifying/TeamRadio/CHALEC01_16_20230304_150440.mp3"
"2023-03-04T15:06:03.878000+00:00",11,7768,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Qualifying/TeamRadio/SERPER01_11_20230304_150552.mp3"
"2023-03-04T15:08:50.458000+00:00",55,7768,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Qualifying/TeamRadio/CARSAI01_55_20230304_150820.mp3"
"2023-03-04T15:12:44.267000+00:00",77,7768,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-04_Qualifying/TeamRadio/VALBOT01_77_20230304_151205.mp3"
"2023-03-05T14:20:25.563000+00:00",20,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/KEVMAG01_20_20230305_141949.mp3"
"2023-03-05T14:28:08.211000+00:00",11,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/SERPER01_11_20230305_142737.mp3"
"2023-03-05T14:58:31.769000+00:00",20,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/KEVMAG01_20_20230305_145820.mp3"
"2023-03-05T15:00:11.957000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_145953.mp3"
"2023-03-05T15:02:58.251000+00:00",2,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/LOGSAR01_2_20230305_150237.mp3"
"2023-03-05T15:07:58.261000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_150739.mp3"
"2023-03-05T15:09:04.885000+00:00",11,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/SERPER01_11_20230305_150827.mp3"
