"meeting_key","session_key","stint_number","driver_number","lap_start","lap_end","compound","tyre_age_at_start"
1229,9466,2,11,5,7,"SOFT",3
1229,9466,2,16,5,7,"SOFT",3
1229,9466,2,44,5,7,"SOFT",3
1229,9466,2,55,5,7,"SOFT",3
1229,9466,2,77,5,8,"SOFT",0
1229,9466,2,23,5,10,"SOFT",0
1229,9466,2,14,6,8,"SOFT",4
1229,9466,2,63,7,7,"SOFT",0
1229,9466,2,2,7,9,"SOFT",0
1229,9466,2,4,7,9,"SOFT",0
1229,9466,2,3,7,12,"SOFT",0
1229,9466,2,1,8,10,"SOFT",0
1229,9466,3,11,8,10,"SOFT",0
1229,9466,2,24,8,10,"SOFT",0
1229,9466,2,27,8,10,"SOFT",0
1229,9466,3,44,8,10,"SOFT",0
1229,9466,3,55,8,10,"SOFT",0
1229,9466,3,63,8,10,"SOFT",0
1229,9466,2,81,8,10,"SOFT",0
1229,9466,2,10,8,13,"SOFT",0
1229,9466,3,16,8,13,"SOFT",0
1229,9466,2,20,8,13,"SOFT",0
1229,9466,2,31,8,13,"SOFT",0
1229,9466,3,14,9,11,"SOFT",0
1229,9466,3,77,9,11,"SOFT",0
1229,9466,3,2,10,12,"SOFT",0
1229,9466,2,18,10,13,"SOFT",0
1229,9466,2,22,10,15,"SOFT",0
1229,9466,3,4,10,22,"SOFT",3
1229,9466,4,55,11,12,"SOFT",3
1229,9466,3,23,11,13,"SOFT",0
1229,9466,3,24,11,13,"SOFT",3
1229,9466,3,81,11,23,"SOFT",0
1229,9466,3,27,11,24,"SOFT",3
1229,9466,4,63,11,24,"SOFT",3
1229,9466,3,1,11,26,"SOFT",3
1229,9466,4,44,11,26,"SOFT",0
1229,9466,4,11,11,27,"SOFT",3
1229,9466,4,77,12,12,"MEDIUM",5
1229,9466,4,14,12,23,"SOFT",3
1229,9466,4,2,13,16,"SOFT",0
1229,9466,5,77,13,25,"SOFT",6
1229,9466,5,55,13,26,"SOFT",0
1229,9466,3,3,13,27,"SOFT",6
1229,9466,3,10,14,14,"SOFT",6
1229,9466,4,24,14,14,"MEDIUM",6
1229,9466,4,23,14,24,"SOFT",6
1229,9466,3,31,14,26,"SOFT",6
1229,9466,4,16,14,27,"SOFT",0
1229,9466,3,18,14,27,"SOFT",4
1229,9466,3,20,14,28,"SOFT",6
1229,9466,4,10,15,26,"SOFT",7
1229,9466,5,24,15,29,"SOFT",6
1229,9466,3,22,16,30,"SOFT",6
1229,9466,5,2,17,17,"SOFT",6
1229,9466,6,2,18,28,"SOFT",0
1229,9466,4,4,23,26,"MEDIUM",5
1229,9466,4,81,24,28,"MEDIUM",6
1229,9466,5,23,25,27,"SOFT",0
1229,9467,1,23,1,3,"MEDIUM",3
1229,9467,1,4,1,4,"SOFT",0
1229,9467,1,10,1,4,"SOFT",0
1229,9467,1,11,1,4,"HARD",0
1229,9467,1,16,1,4,"SOFT",0
1229,9467,1,20,1,4,"SOFT",0
1229,9467,1,24,1,4,"SOFT",0
1229,9467,1,31,1,4,"SOFT",0
1229,9467,1,44,1,4,"SOFT",0
1229,9467,1,55,1,4,"SOFT",0
1229,9467,1,63,1,4,"SOFT",0
1229,9467,1,77,1,4,"SOFT",0
1229,9467,1,2,1,5,"SOFT",0
1229,9467,1,3,1,5,"SOFT",0
1229,9467,1,81,1,5,"SOFT",0
1229,9467,1,1,1,7,"HARD",0
1229,9467,1,27,1,7,"SOFT",0
1229,9467,1,18,1,8,"SOFT",0
1229,9467,1,22,1,8,"SOFT",0
1229,9467,1,14,1,9,"SOFT",0
1229,9467,2,23,3,5,"SOFT",0
1229,9467,2,3,5,6,"SOFT",3
1229,9467,2,2,5,7,"SOFT",0
1229,9467,2,10,5,7,"SOFT",3
1229,9467,2,11,5,7,"HARD",3
1229,9467,2,16,5,7,"SOFT",3
1229,9467,2,20,5,7,"SOFT",0
1229,9467,2,24,5,7,"SOFT",3
1229,9467,2,31,5,7,"SOFT",0
1229,9467,2,55,5,7,"SOFT",3
1229,9467,2,63,5,7,"SOFT",0
1229,9467,2,77,5,7,"SOFT",3
1229,9467,2,4,5,8,"SOFT",3
1229,9467,2,44,5,12,"SOFT",3
1229,9467,3,23,6,8,"SOFT",0
1229,9467,2,81,6,8,"SOFT",0
1229,9467,3,3,7,7,"SOFT",5
1229,9467,3,2,8,8,"SOFT",0
1229,9467,2,22,8,8,"SOFT",0
1229,9467,3,24,8,8,"SOFT",0
1229,9467,3,11,8,9,"HARD",6
1229,9467,3,77,8,9,"SOFT",6
1229,9467,3,4,8,10,"SOFT",0
1229,9467,3,63,8,10,"SOFT",0
1229,9467,3,16,8,12,"SOFT",6
1229,9467,3,31,8,12,"SOFT",0
1229,9467,3,55,8,12,"SOFT",0
1229,9467,2,1,8,14,"SOFT",0
1229,9467,4,3,8,14,"SOFT",0
1229,9467,3,20,8,14,"SOFT",6
1229,9467,2,27,8,14,"SOFT",0
1229,9467,3,10,8,15,"SOFT",0
1229,9467,2,18,9,9,"SOFT",7
1229,9467,4,2,9,11,"SOFT",0
1229,9467,4,24,9,11,"SOFT",0
1229,9467,4,77,9,11,"SOFT",0
1229,9467,3,81,9,12,"SOFT",0
1229,9467,4,23,9,14,"SOFT",0
1229,9467,4,11,9,15,"SOFT",0
1229,9467,3,22,9,15,"SOFT",0
1229,9467,2,14,10,11,"SOFT",8
1229,9467,3,18,10,15,"SOFT",0
1229,9467,4,4,11,13,"SOFT",3
1229,9467,4,63,11,13,"SOFT",3
1229,9467,3,14,11,16,"SOFT",0
1229,9467,5,2,12,14,"SOFT",0
1229,9467,5,24,12,14,"SOFT",3
1229,9467,5,77,12,14,"SOFT",3
1229,9467,4,81,12,14,"SOFT",3
1229,9467,3,44,13,15,"SOFT",0
1229,9467,4,16,13,18,"SOFT",0
1229,9467,4,55,13,19,"SOFT",0
1229,9467,5,23,15,15,"SOFT",6
1229,9467,3,1,15,17,"SOFT",7
1229,9467,6,2,15,17,"SOFT",6
1229,9467,6,77,15,17,"SOFT",0
1229,9467,6,24,15,18,"SOFT",6
1229,9467,4,20,15,21,"SOFT",0
1229,9467,5,11,16,18,"SOFT",7
1229,9467,4,18,16,18,"SOFT",6
1229,9467,6,23,16,18,"SOFT",0
1229,9467,4,44,16,18,"SOFT",3
1229,9467,4,14,17,19,"SOFT",6
1229,9467,5,44,19,21,"SOFT",6
1229,9468,1,2,1,4,"SOFT",0
1229,9468,1,3,1,4,"SOFT",0
1229,9468,1,4,1,4,"SOFT",0
1229,9468,1,10,1,4,"MEDIUM",0
1229,9468,1,11,1,4,"SOFT",0
1229,9468,1,14,1,4,"SOFT",0
1229,9468,1,16,1,4,"MEDIUM",0
1229,9468,1,18,1,4,"SOFT",0
1229,9468,1,20,1,4,"SOFT",0
1229,9468,1,23,1,4,"SOFT",0
1229,9468,1,24,1,4,"SOFT",0
1229,9468,1,27,1,4,"SOFT",0
1229,9468,1,31,1,4,"MEDIUM",0
1229,9468,1,44,1,4,"SOFT",0
1229,9468,1,55,1,4,"MEDIUM",0
1229,9468,1,63,1,4,"SOFT",0
1229,9468,1,77,1,4,"SOFT",0
1229,9468,1,81,1,4,"SOFT",0
1229,9468,1,1,1,5,"SOFT",0
1229,9468,1,22,1,5,"SOFT",0
1229,9468,2,4,5,5,"SOFT",0
1229,9468,2,2,5,7,"SOFT",0
1229,9468,2,10,5,7,"SOFT",0
1229,9468,2,11,5,7,"SOFT",3
1229,9468,2,14,5,7,"SOFT",3
1229,9468,2,24,5,7,"SOFT",0
1229,9468,2,31,5,7,"SOFT",0
1229,9468,2,44,5,7,"SOFT",0
1229,9468,2,55,5,7,"SOFT",0
1229,9468,2,63,5,7,"SOFT",3
1229,9468,2,77,5,7,"SOFT",0
1229,9468,2,1,5,8,"SOFT",3
1229,9468,2,3,5,8,"SOFT",0
1229,9468,2,16,5,8,"SOFT",0
1229,9468,2,18,5,8,"SOFT",0
1229,9468,2,20,5,8,"SOFT",0
1229,9468,2,22,5,8,"SOFT",0
1229,9468,2,23,5,8,"SOFT",0
1229,9468,2,27,5,8,"SOFT",0
1229,9468,2,81,5,8,"SOFT",0
1229,9468,3,4,6,8,"SOFT",1
1229,9468,3,14,7,9,"SOFT",0
1229,9468,3,63,7,9,"SOFT",5
1229,9468,3,16,8,9,"SOFT",0
1229,9468,3,1,8,10,"SOFT",0
1229,9468,3,3,8,10,"SOFT",3
1229,9468,3,10,8,10,"SOFT",0
1229,9468,3,11,8,10,"SOFT",0
1229,9468,3,18,8,10,"SOFT",3
1229,9468,3,20,8,10,"SOFT",3
1229,9468,3,22,8,10,"SOFT",3
1229,9468,3,23,8,10,"SOFT",3
1229,9468,3,27,8,10,"SOFT",3
1229,9468,3,31,8,10,"SOFT",0
1229,9468,3,44,8,10,"SOFT",3
1229,9468,3,55,8,10,"SOFT",0
1229,9468,3,81,8,10,"SOFT",3
1229,9468,4,4,9,11,"SOFT",0
1229,9468,4,16,9,12,"SOFT",3
1229,9468,4,14,10,12,"SOFT",0
1229,9468,4,63,10,13,"SOFT",0
1229,9468,4,1,11,13,"SOFT",3
1229,9468,4,3,11,13,"SOFT",0
1229,9468,5,4,11,13,"SOFT",2
1229,9468,4,11,11,13,"SOFT",0
1229,9468,4,18,11,13,"SOFT",0
1229,9468,4,20,11,13,"SOFT",0
1229,9468,4,22,11,13,"SOFT",0
1229,9468,4,23,11,13,"SOFT",0
1229,9468,4,27,11,14,"SOFT",0
1229,9468,4,44,11,14,"SOFT",0
1229,9468,4,55,11,14,"SOFT",0
1229,9468,4,81,11,14,"SOFT",0
1229,9468,5,16,12,15,"SOFT",0
1229,9468,5,1,13,15,"SOFT",0
1229,9468,5,11,13,15,"SOFT",2
1229,9468,5,14,13,15,"SOFT",0
1229,9468,5,63,13,15,"SOFT",0
1229,9468,6,4,14,16,"SOFT",0
1229,9468,5,27,14,16,"SOFT",3
1229,9468,5,55,14,16,"SOFT",0
1229,9468,5,81,14,16,"SOFT",3
1229,9468,5,44,14,17,"SOFT",3
1229,9468,6,16,15,16,"SOFT",1
1229,9468,6,1,16,18,"SOFT",0
1229,9468,6,11,16,18,"SOFT",0
1229,9468,6,63,16,18,"SOFT",0
1229,9468,6,27,17,19,"SOFT",3
1229,9468,6,44,17,19,"SOFT",0
1229,9468,6,55,17,19,"SOFT",0
1229,9468,6,81,17,19,"SOFT",0
1229,9468,7,16,17,20,"SOFT",0
1229,9472,1,27,1,1,"SOFT",0
1229,9472,1,18,1,9,"SOFT",0
1229,9472,1,24,1,9,"SOFT",0
1229,9472,1,2,1,10,"SOFT",0
1229,9472,1,31,1,10,"SOFT",0
1229,9472,1,16,1,11,"SOFT",3
1229,9472,1,20,1,11,"SOFT",0
1229,9472,1,63,1,11,"SOFT",3
1229,9472,1,10,1,12,"SOFT",0
1229,9472,1,11,1,12,"SOFT",3
1229,9472,1,44,1,12,"SOFT",3
1229,9472,1,77,1,12,"SOFT",0
1229,9472,1,81,1,12,"SOFT",3
1229,9472,1,3,1,13,"SOFT",3
1229,9472,1,4,1,13,"SOFT",3
1229,9472,1,22,1,14,"SOFT",0
1229,9472,1,55,1,14,"SOFT",3
1229,9472,1,14,1,15,"SOFT",3
1229,9472,1,23,1,15,"SOFT",0
1229,9472,1,1,1,17,"SOFT",3
1229,9472,2,27,2,20,"HARD",0
1229,9472,2,18,10,27,"HARD",0
1229,9472,2,24,10,28,"HARD",0
1229,9472,2,2,11,28,"HARD",0
1229,9472,2,31,11,30,"HARD",0
1229,9472,2,63,12,31,"HARD",0
1229,9472,2,20,12,32,"HARD",0
1229,9472,2,16,12,34,"HARD",0
1229,9472,2,77,13,30,"HARD",0
1229,9472,2,10,13,31,"HARD",0
1229,9472,2,44,13,33,"HARD",0
1229,9472,2,81,13,34,"HARD",0
1229,9472,2,11,13,36,"HARD",0
1229,9472,2,4,14,33,"HARD",0
1229,9472,2,3,14,35,"HARD",0
1229,9472,2,22,15,34,"HARD",0
1229,9472,2,55,15,35,"HARD",0
1229,9472,2,23,16,36,"HARD",0
1229,9472,2,14,16,41,"HARD",0
1229,9472,2,1,18,37,"HARD",0
1229,9472,3,27,21,41,"HARD",0
1229,9472,3,18,28,58,"HARD",0
1229,9472,3,2,29,40,"HARD",0
1229,9472,3,24,29,57,"HARD",0
1229,9472,3,31,31,57,"HARD",0
1229,9472,3,77,31,57,"HARD",0
1229,9472,3,10,32,43,"HARD",0
1229,9472,3,63,32,58,"HARD",0
1229,9472,3,20,33,57,"HARD",0
1229,9472,3,4,34,58,"HARD",0
1229,9472,3,44,34,58,"HARD",0
1229,9472,3,22,35,57,"HARD",0
1229,9472,3,16,35,58,"HARD",0
1229,9472,3,81,35,58,"HARD",0
1229,9472,3,3,36,57,"SOFT",0
1229,9472,3,55,36,58,"HARD",0
1229,9472,3,23,37,57,"HARD",0
1229,9472,3,11,37,58,"SOFT",0
1229,9472,3,1,38,58,"SOFT",0
1229,9472,4,2,41,56,"SOFT",0
1229,9472,4,27,42,57,"SOFT",0
1229,9472,3,14,42,58,"HARD",0
1229,9472,4,10,44,57,"SOFT",0
1230,9473,1,31,1,4,"MEDIUM",0
1230,9473,1,18,1,6,"HARD",0
1230,9473,1,27,1,6,"MEDIUM",0
1230,9473,1,11,1,7,"HARD",0
1230,9473,1,20,1,7,"HARD",0
1230,9473,1,44,1,7,"HARD",0
1230,9473,1,4,1,8,"MEDIUM",0
1230,9473,1,77,1,8,"MEDIUM",0
1230,9473,1,81,1,8,"HARD",0
1230,9473,1,1,1,9,"HARD",0
1230,9473,1,10,1,9,"MEDIUM",0
1230,9473,1,14,1,9,"HARD",0
1230,9473,1,16,1,9,"HARD",0
1230,9473,1,2,1,10,"HARD",0
1230,9473,1,23,1,10,"MEDIUM",0
1230,9473,1,55,1,10,"HARD",0
1230,9473,1,24,1,11,"HARD",0
1230,9473,1,63,1,11,"HARD",0
1230,9473,1,3,1,13,"HARD",0
1230,9473,1,22,1,13,"HARD",0
1230,9473,2,31,5,11,"MEDIUM",3
1230,9473,2,27,7,9,"MEDIUM",0
1230,9473,2,18,7,13,"SOFT",5
1230,9473,2,44,8,10,"HARD",5
1230,9473,2,11,8,12,"HARD",4
1230,9473,2,20,8,12,"MEDIUM",0
1230,9473,2,77,9,13,"SOFT",0
1230,9473,2,81,9,14,"SOFT",0
1230,9473,2,4,9,15,"SOFT",0
1230,9473,2,16,10,11,"HARD",8
1230,9473,3,27,10,12,"MEDIUM",0
1230,9473,2,1,10,15,"SOFT",0
1230,9473,2,10,10,17,"SOFT",0
1230,9473,2,14,10,17,"HARD",8
1230,9473,2,55,11,11,"HARD",9
1230,9473,3,44,11,13,"SOFT",0
1230,9473,2,2,11,18,"SOFT",0
1230,9473,2,23,11,18,"SOFT",0
1230,9473,3,55,12,14,"SOFT",0
1230,9473,2,63,12,14,"SOFT",0
1230,9473,2,24,12,16,"SOFT",0
1230,9473,3,16,12,18,"SOFT",0
1230,9473,3,31,12,19,"SOFT",0
1230,9473,3,11,13,15,"SOFT",12
1230,9473,3,20,13,19,"MEDIUM",5
1230,9473,4,27,13,20,"MEDIUM",6
1230,9473,4,44,14,16,"SOFT",3
1230,9473,2,3,14,18,"MEDIUM",0
1230,9473,3,18,14,19,"SOFT",7
1230,9473,3,77,14,19,"SOFT",5
1230,9473,2,22,14,26,"MEDIUM",0
1230,9473,3,63,15,17,"SOFT",3
1230,9473,4,55,15,18,"SOFT",3
1230,9473,3,81,15,20,"SOFT",6
1230,9473,4,11,16,18,"SOFT",3
1230,9473,3,4,16,23,"SOFT",7
1230,9473,3,1,16,25,"HARD",0
1230,9473,3,24,17,19,"SOFT",5
1230,9473,5,44,17,22,"HARD",0
1230,9473,4,63,18,24,"HARD",10
1230,9473,3,14,18,25,"SOFT",0
1230,9473,3,10,18,26,"MEDIUM",0
1230,9473,3,3,19,22,"MEDIUM",5
1230,9473,5,11,19,24,"SOFT",6
1230,9473,4,16,19,25,"HARD",10
1230,9473,5,55,19,25,"HARD",10
1230,9473,3,23,19,27,"MEDIUM",9
1230,9473,3,2,19,28,"HARD",9
1230,9473,4,24,20,25,"SOFT",8
1230,9473,4,77,20,27,"SOFT",11
1230,9473,4,31,20,28,"MEDIUM",10
1230,9473,4,81,21,23,"HARD",0
1230,9473,4,3,23,26,"MEDIUM",0
1230,9473,4,4,24,27,"MEDIUM",7
1230,9474,1,63,1,3,"MEDIUM",0
1230,9474,1,1,1,4,"MEDIUM",0
1230,9474,1,11,1,4,"MEDIUM",0
1230,9474,1,81,1,5,"MEDIUM",0
1230,9474,1,4,1,6,"HARD",0
1230,9474,1,20,1,6,"MEDIUM",0
1230,9474,1,77,1,7,"HARD",0
1230,9474,1,2,1,8,"MEDIUM",0
1230,9474,1,14,1,8,"MEDIUM",0
1230,9474,1,16,1,8,"MEDIUM",0
1230,9474,1,18,1,8,"MEDIUM",0
1230,9474,1,23,1,8,"HARD",0
1230,9474,1,24,1,8,"MEDIUM",0
1230,9474,1,31,1,8,"MEDIUM",0
1230,9474,1,55,1,8,"MEDIUM",0
1230,9474,1,10,1,9,"MEDIUM",0
1230,9474,1,22,1,9,"SOFT",0
1230,9474,1,27,1,9,"HARD",0
1230,9474,1,44,1,9,"MEDIUM",0
1230,9474,1,3,1,11,"SOFT",0
1230,9474,2,63,4,9,"MEDIUM",2
1230,9474,2,11,5,7,"MEDIUM",3
1230,9474,2,1,5,9,"MEDIUM",3
1230,9474,2,81,6,9,"MEDIUM",4
1230,9474,2,4,7,9,"SOFT",0
1230,9474,2,20,7,11,"SOFT",0
1230,9474,3,11,8,10,"SOFT",0
1230,9474,2,77,8,14,"SOFT",0
1230,9474,2,16,9,11,"SOFT",0
1230,9474,2,55,9,12,"SOFT",0
1230,9474,2,23,9,13,"SOFT",0
1230,9474,2,2,9,14,"SOFT",0
1230,9474,2,14,9,14,"SOFT",0
1230,9474,2,18,9,14,"SOFT",0
1230,9474,2,24,9,15,"SOFT",0
1230,9474,2,31,9,16,"SOFT",0
1230,9474,2,27,10,12,"SOFT",0
1230,9474,3,4,10,14,"SOFT",3
1230,9474,2,22,10,14,"SOFT",0
1230,9474,2,44,10,14,"SOFT",0
1230,9474,3,1,10,15,"SOFT",0
1230,9474,3,63,10,16,"SOFT",0
1230,9474,3,81,10,16,"SOFT",0
1230,9474,2,10,10,17,"SOFT",0
1230,9474,4,11,11,28,"MEDIUM",6
1230,9474,3,16,12,13,"SOFT",3
1230,9474,2,3,12,17,"SOFT",0
1230,9474,3,20,12,25,"SOFT",0
1230,9474,3,55,13,17,"SOFT",4
1230,9474,3,27,13,23,"HARD",8
1230,9474,3,23,14,14,"SOFT",5
1230,9474,4,16,14,23,"SOFT",5
1230,9474,3,2,15,15,"SOFT",6
1230,9474,3,77,15,15,"SOFT",7
1230,9474,4,4,15,16,"SOFT",8
1230,9474,3,44,15,20,"MEDIUM",8
1230,9474,3,18,15,25,"MEDIUM",7
1230,9474,3,14,15,29,"MEDIUM",7
1230,9474,3,22,15,29,"SOFT",5
1230,9474,4,23,15,29,"HARD",0
1230,9474,4,1,16,28,"MEDIUM",0
1230,9474,4,2,16,28,"MEDIUM",7
1230,9474,3,24,16,28,"MEDIUM",7
1230,9474,4,77,16,28,"HARD",6
1230,9474,4,63,17,19,"MEDIUM",8
1230,9474,5,4,17,24,"HARD",5
1230,9474,4,81,17,25,"MEDIUM",8
1230,9474,3,31,17,28,"MEDIUM",7
1230,9474,4,55,18,27,"MEDIUM",7
1230,9474,3,3,18,30,"SOFT",6
1230,9474,3,10,18,30,"MEDIUM",8
1230,9474,5,63,20,25,"MEDIUM",11
1230,9474,4,44,21,23,"MEDIUM",14
1230,9474,5,16,24,26,"MEDIUM",7
1230,9474,4,27,24,27,"SOFT",0
1230,9474,4,18,26,28,"SOFT",6
1230,9474,5,81,26,28,"SOFT",0
1230,9475,1,4,1,2,"HARD",0
1230,9475,1,14,1,2,"HARD",0
1230,9475,1,18,1,2,"HARD",0
1230,9475,1,81,1,2,"HARD",0
1230,9475,1,2,1,3,"SOFT",0
1230,9475,1,16,1,4,"MEDIUM",0
1230,9475,1,44,1,4,"SOFT",0
1230,9475,1,10,1,6,"SOFT",0
1230,9475,1,27,1,6,"SOFT",0
1230,9475,1,31,1,6,"SOFT",0
1230,9475,1,3,1,7,"MEDIUM",0
1230,9475,1,20,1,7,"SOFT",0
1230,9475,1,23,1,7,"SOFT",0
1230,9475,1,63,1,7,"SOFT",0
1230,9475,1,38,1,8,"MEDIUM",0
1230,9475,1,77,1,8,"MEDIUM",0
1230,9475,1,1,1,10,"SOFT",0
1230,9475,1,11,1,10,"SOFT",0
1230,9475,1,22,1,10,"MEDIUM",0
1230,9475,1,24,1,10,"MEDIUM",0
1230,9475,2,14,3,3,"MEDIUM",0
1230,9475,2,18,3,3,"MEDIUM",0
1230,9475,2,4,3,8,"SOFT",0
1230,9475,2,81,3,8,"MEDIUM",0
1230,9475,3,14,4,10,"MEDIUM",0
1230,9475,3,18,4,10,"MEDIUM",0
1230,9475,2,16,5,7,"MEDIUM",0
1230,9475,2,44,5,7,"SOFT",3
1230,9475,2,27,7,7,"SOFT",0
1230,9475,2,10,7,9,"SOFT",5
1230,9475,2,31,7,9,"SOFT",5
1230,9475,2,20,8,8,"SOFT",0
1230,9475,2,3,8,10,"MEDIUM",6
1230,9475,2,23,8,10,"SOFT",0
1230,9475,3,16,8,12,"MEDIUM",6
1230,9475,3,27,8,12,"SOFT",0
1230,9475,2,63,8,13,"SOFT",6
1230,9475,3,44,8,15,"SOFT",0
1230,9475,2,38,9,9,"MEDIUM",7
1230,9475,3,4,9,12,"SOFT",6
1230,9475,3,81,9,12,"SOFT",0
1230,9475,3,20,9,13,"SOFT",0
1230,9475,2,77,9,15,"MEDIUM",7
1230,9475,3,10,10,14,"SOFT",0
1230,9475,3,31,10,14,"SOFT",0
1230,9475,3,38,10,18,"MEDIUM",8
1230,9475,3,3,11,11,"MEDIUM",9
1230,9475,2,22,11,11,"MEDIUM",9
1230,9475,2,24,11,11,"MEDIUM",9
1230,9475,2,1,11,14,"SOFT",0
1230,9475,2,11,11,14,"SOFT",0
1230,9475,3,23,11,14,"SOFT",3
1230,9475,4,14,11,15,"SOFT",0
1230,9475,4,18,11,15,"SOFT",0
1230,9475,3,24,12,13,"SOFT",0
1230,9475,3,22,12,14,"MEDIUM",10
1230,9475,4,3,12,16,"SOFT",0
1230,9475,4,16,13,17,"SOFT",0
1230,9475,3,63,14,18,"SOFT",0
1230,9475,4,22,15,19,"SOFT",0
1230,9475,3,77,16,17,"SOFT",0
1230,9475,4,44,16,20,"SOFT",0
1230,9475,4,77,18,22,"SOFT",0
1230,9475,4,38,19,23,"SOFT",0
1230,9476,1,24,1,3,"SOFT",0
1230,9476,1,1,1,4,"SOFT",0
1230,9476,1,3,1,4,"SOFT",0
1230,9476,1,11,1,4,"SOFT",0
1230,9476,1,22,1,4,"SOFT",0
1230,9476,1,44,1,4,"MEDIUM",0
1230,9476,1,63,1,4,"MEDIUM",0
1230,9476,1,4,1,6,"SOFT",0
1230,9476,1,18,1,6,"SOFT",0
